CPM;airport;;Compton;33.89:-118.24;America/Los_Angeles;Compton
CPN;city;Капе-Родней;Cape Rodney;-10.17:148.37;Pacific/Port_Moresby;Papua New Guinea
CPN;airport;;Cape Rodney;-10.17:148.37;Pacific/Port_Moresby;Cape Rodney
CPO;airport;;Chamonate;-27.3:-70.41;America/Santiago;Copiapo
CPO;city;Копьяпо;Copiapo;-27.35989:-70.332474;America/Santiago;Chile
CPQ;airport;;International;-22.86:-47.11;America/Maceio;Campinas
CPQ;city;Кампинас;Campinas;-22.9071048:-47.0632391;America/Maceio;Brazil
CPR;airport;;Natrona County International Airport;42.91:-106.46;America/Phoenix;Casper
CPR;city;Каспер;Casper;42.866632:-106.313081;America/Phoenix;United States
CPS;city;Сент-Луис;St Louis;38.57:-90.16;;United States
CPS;airport;;St. Louis Downtown Airport;38.57:-90.16;;St Louis
CPT;airport;;Cape Town International;-33.96:18.6;Africa/Johannesburg;Cape Town
CPT;city;Кейптаун;Cape Town;-33.9248685:18.4240553;Africa/Johannesburg;South Africa
CPU;city;Курурупу;Cururupu;-1.8289176:-44.8634095;America/Fortaleza;Brazil
CPU;airport;;Cururupu;-1.79:-44.85;America/Fortaleza;Cururupu
CPV;airport;;Joao Suassuna;-7.27:-35.9;America/Fortaleza;Campina Grande
CPV;city;Кампина Гранде;Campina Grande;-7.2307181:-35.8816664;America/Fortaleza;Brazil
CPX;city;Кулебра;Culebra;18.3030119:-65.3009914;America/Puerto_Rico;Puerto Rico
CPX;airport;;Culebra;18.31:-65.3;America/Puerto_Rico;Culebra
CQA;city;Канарана;Canarana;-13.557:-52.272;America/Fortaleza;Brazil
CQA;airport;;Canarana Airport;-13.577:-52.278;America/Fortaleza;Canarana
CQD;city;Шехре-Корд;Shahre-kord;32.32098:50.854301;0;Iran
CQD;airport;;Shahre-kord;32.32098:50.854301;0;Shahre-kord
CQF;city;Кале;Calais;50.95129:1.858686;Europe/Paris;France
CQF;airport;Кале;Calais;50.96:1.95;Europe/Paris;Calais
CQM;city;Сьюдад Реаль;Ciudad Real;38.9860963:-3.9272629;;Spain
CQM;airport;;Ciudad Real Central;38.9860963:-3.9272629;;Ciudad Real
CQP;city;Капе-Флаттери;Cape Flattery;-14.97:145.31;Australia/Lindeman;Australia
CQP;airport;Кейп-Флеттери;Cape Flattery;-14.97:145.31;Australia/Lindeman;Cape Flattery
CQS;city;Коста-Маркис;Costa Marques;-12.415525:-64.2215275;America/Porto_Velho;Brazil
CQS;airport;;Costa Marques;-12.42:-64.25;America/Porto_Velho;Costa Marques
CQT;city;Какуэтаниа;Caquetania;1.62:-74.2;America/Bogota;Colombia
CQT;airport;Какуэтаниа;Caquetania;1.62:-74.2;America/Bogota;Caquetania
CR;country;Коста Рика;Costa Rica;;;
CRA;airport;Крайова;Craiova;44.32:23.89;Europe/Bucharest;Craiova
CRA;city;Крайова;Craiova;44.32476:23.813471;Europe/Bucharest;Romania
CRB;city;Колларенбри;Collarenebri;-29.5448559:148.5763188;Australia/Sydney;Australia
CRB;airport;;Collarenebri;-29.52:148.58;Australia/Sydney;Collarenebri
CRC;city;Картаго;Cartago;4.7:-75.9166667;America/Bogota;Colombia
CRC;airport;Картаго;Cartago;4.76:-75.96;America/Bogota;Cartago
CRD;airport;;Comodoro Rivadavia;-45.79:-67.47;America/Argentina/Catamarca;Comodoro Rivadavia
CRD;city;Комодоро-Ривадавия;Comodoro Rivadavia;-45.8679199:-67.5;America/Argentina/Catamarca;Argentina
CRE;airport;;Grand Strand Airport;33.81:-78.72;America/New_York;Myrtle Beach
CRF;city;Карно;Carnot;4.9404212:15.8789403;Africa/Bangui;Central African Republic
CRF;airport;Карнот;Carnot;4.94:15.89;Africa/Bangui;Carnot
CRG;airport;;Craig Municipal;;America/Havana;Jacksonville
CRH;city;Чрерриба;Cherribah;-27.65:151.95;Australia/Lindeman;Australia
CRH;airport;;Cherribah;-27.65:151.95;Australia/Lindeman;Cherribah
CRI;city;о. Крукед;Crooked Island;22.75:-74.18;America/Nassau;Bahamas
CRI;airport;;Crooked Island;22.75:-74.18;America/Nassau;Crooked Island
CRJ;city;Кураби;Coorabie;-31.9016172:132.2969775;Australia/Adelaide;Australia
CRJ;airport;Курабье;Coorabie;-31.89:132.3;Australia/Adelaide;Coorabie
CRK;airport;;Diosdado Macapagal International (Clark International);;;Angeles City
CRK;city;Анджелес Сити;Angeles City;;;Philippines
CRL;airport;;Charleroi Brussels South;;Europe/Brussels;Brussels
CRM;city;Катарман;Catarman;12.5:124.64;Asia/Manila;Philippines
CRM;airport;;National;12.5:124.64;Asia/Manila;Catarman
CRN;city;Кромарти;Cromarty;57.680822:-4.034684;Europe/London;United Kingdom
CRN;airport;Кромарти;Cromarty;57.67:-4.03;Europe/London;Cromarty
CRO;city;Коркоран;Corcoran;36.098007:-119.5604015;America/Chicago;United States
CRO;airport;;Corcoran;36.1:-119.59;America/Chicago;Corcoran
CRP;airport;;Corpus Christi International Airport;27.8005828:-97.396381;America/Chicago;Corpus Christi
CRP;city;Корпус Кристи;Corpus Christi;27.8005828:-97.396381;America/Chicago;United States
CRQ;city;Каравелас;Caravelas;-17.7135586:-39.2483671;America/Fortaleza;Brazil
CRQ;airport;Каравелас;Caravelas;-17.65:-39.25;America/Fortaleza;Caravelas
CRR;city;Серес;Ceres;-29.8828106:-61.9491615;America/Argentina/Cordoba;Argentina
CRR;airport;Керес;Ceres;-29.88:-61.95;America/Argentina/Cordoba;Ceres
CRS;city;Корсикана;Corsicana;32.0954304:-96.4688727;America/Chicago;United States
CRS;airport;;Corsicana;32.03:-96.4;America/Chicago;Corsicana
CRT;city;Кроссетт;Crossett;33.1281779:-91.9612427;America/Chicago;United States
CRT;airport;;Municipal;33.18:-91.88;America/Chicago;Crossett
CRU;city;Карриакоу Айленд;Carriacou Island;12.48:-61.47;America/Grenada;Grenada
CRU;airport;;Carriacou Island;12.48:-61.47;America/Grenada;Carriacou Island
CRV;airport;Кротоне;Crotone;39.0:17.08;Europe/Rome;Crotone
CRV;city;Кротоне;Crotone;39.0806728:17.1271465;Europe/Rome;Italy
CRW;airport;;Yeager;38.37:-81.59;America/Chicago;Charleston
CRW;city;Чарлстон;Charleston;38.3498195:-81.6326234;America/New_York;United States
CRX;city;Коринф;Corinth;34.9342548:-88.5222702;America/New_York;United States
CRX;airport;;Roscoe Turner;34.91:-88.6;America/New_York;Corinth
CRY;city;Калтон Хилл;Carlton Hill;-15.5:128.53;Australia/Perth;Australia
CRY;airport;;Carlton Hill;-15.5:128.53;Australia/Perth;Carlton Hill
CRZ;city;Туркменабат;Turkmenabad;39.083889:63.611389;Asia/Ashgabat;Turkmenistan
CRZ;airport;;Turkmenabad;39.08:63.61;Asia/Ashgabat;Turkmenabad
CS;country;Сербия и Черногория;Serbia and Montenegro;;;
CSA;city;Айл Оф Колонсей;Isle Of Colonsay;56.0600637:-6.2173956;Europe/London;United Kingdom
CSA;airport;;Isle Of Colonsay;56.06:-6.24;Europe/London;Isle Of Colonsay
CSB;city;Карансебеше;Caransebes;45.4213889:22.2219444;Europe/Bucharest;Romania
CSB;airport;Карансебеш;Caransebes;45.42:22.25;Europe/Bucharest;Caransebes
CSC;city;Канаш;Canas;10.426655:-85.095806;America/Costa_Rica;Costa Rica
CSC;airport;Канас;Canas;10.43:-85.1;America/Costa_Rica;Canas
CSD;city;Крессуэлл Даунс;Cresswell Downs;-17.9374589:135.8729839;Australia/Darwin;Australia
CSD;airport;;Cresswell Downs;-17.95:135.92;Australia/Darwin;Cresswell Downs
CSE;city;Крестед Бьютт;Crested Butte;38.8697146:-106.9878231;America/Denver;United States
CSE;airport;;Crested Butte;38.85:-106.93;America/Denver;Crested Butte
CSF;city;Крей;Creil;49.261132:2.473346;Europe/Paris;France
CSF;airport;;Creil;49.25:2.52;Europe/Paris;Creil
CSG;city;Колумбус;Columbus;32.4609764:-84.9877094;America/Chicago;United States
CSG;airport;;Columbus Metropolitan;32.4609764:-84.9877094;America/Chicago;Columbus
CSH;city;Соловки;Solovetsky;65.02944:35.733334;;Russia
CSH;airport;;Solovky;65.02944:35.733334;;Solovetsky
CSI;city;Казино;Casino;-28.88:153.07;Australia/Sydney;Australia
CSI;airport;Давид;Casino;-28.88:153.07;Australia/Sydney;Casino
CSJ;city;Вунгтау;Cape St Jacques;10.345413:107.084034;Asia/Ho_Chi_Minh;Vietnam
CSJ;airport;;Cape St Jacques;10.35:107.07;Asia/Ho_Chi_Minh;Cape St Jacques
CSK;city;Кап-Скирринг;Cap Skirring;12.41:-16.75;Africa/Dakar;Senegal
CSK;airport;Кеп-Скирринг;Cap Skirring;12.41:-16.75;Africa/Dakar;Cap Skirring
CSL;city;Сан-Луи-Обиспо;San Luis Obispo;37.3457771:-120.4713636;America/Los_Angeles;United States
CSL;airport;;O Sullivan Army Air Field;35.3333:-120.7343;America/Los_Angeles;San Luis Obispo
CSM;airport;;Sherman;;;Clinton
CSN;city;Карсон Сити;Carson City;39.1637984:-119.7674034;America/Chicago;United States
CSN;airport;;Carson City;39.19:-119.73;America/Chicago;Carson City
CSO;airport;;Cochstedt;;Europe/Berlin;Cochstedt
CSO;city;Кочстед;Cochstedt;;Europe/Berlin;Germany
CSP;city;Капе-Снесер;Cape Spencer;;America/Juneau;United States
CSP;airport;;Coast Guard Heliport;;America/Juneau;Cape Spencer
CSQ;airport;;Municipal;41.02:-94.36;America/New_York;Creston
CSQ;city;Крестон;Creston;41.0591667:-94.3644444;America/New_York;United States
CSR;city;Казуарито;Casuarito;;America/Bogota;Colombia
CSR;airport;Касуарито;Casuarito;;America/Bogota;Casuarito
CSS;city;Касиландия;Cassilandia;-19.1190668:-51.7376946;America/Campo_Grande;Brazil
CSS;airport;;Cassilandia;-19.14:-51.69;America/Campo_Grande;Cassilandia
CST;city;Изгой;Castaway;-17.618784:177.097142;Pacific/Fiji;Fiji
CST;airport;Кастэвей;Castaway;-17.73:177.13;Pacific/Fiji;Castaway
CSU;city;Санта-Крус-ду-Сул;Santa Cruz Do Sul;-29.7239918:-52.4360443;America/Sao_Paulo;Brazil
CSU;airport;;Santa Cruz Do Sul;-29.72:-52.43;America/Sao_Paulo;Santa Cruz Do Sul
CSV;city;Кроссвилл;Crossville;35.9489566:-85.0269014;America/Chicago;United States
CSV;airport;;Memorial;35.95:-85.08;America/Chicago;Crossville
CSW;city;Колораду-ду-Уэсти;Colorado do Oeste;-13.1176021:-60.5412264;America/Porto_Velho;Brazil
CSW;airport;;Colorado do Oeste;-13.02:-61.17;America/Porto_Velho;Colorado do Oeste
CSX;city;Чанша;Changsha;28.228209:112.938814;Asia/Chongqing;China
CSX;airport;Чангша;Changsha;28.228209:112.938814;Asia/Chongqing;Changsha
CSY;airport;Чебоксары;Cheboksary;56.09:47.35;Europe/Moscow;Cheboksary
CSY;city;Чебоксары;Cheboksary;56.1374511:47.2440299;Europe/Moscow;Russia
CSZ;city;Коронель Суарез;Coronel Suarez;-37.4559517:-61.9307251;0;Argentina
CSZ;airport;;Brigadier Hector Ruiz;-37.4559517:-61.9307251;0;Coronel Suarez
CTA;airport;;Fontanarossa;37.47:15.07;Europe/Rome;Catania
CTA;city;Катания;Catania;37.5024825:15.0878345;Europe/Rome;Italy
CTB;airport;;Cut Bank;48.61:-112.38;America/Boise;Cut Bank
CTB;city;Кат Банк;Cut Bank;48.6347222:-112.3311111;America/Boise;United States
CTC;airport;Катамарка;Catamarca;-28.59:-65.75;America/Argentina/Catamarca;Catamarca
CTC;city;Катамарка;Catamarca;-28.4689906:-65.7789716;America/Argentina/Catamarca;Argentina
CTD;city;Читре;Chitre;7.9666667:-80.4333333;America/Panama;Panama
CTD;airport;;Chitre;7.99:-80.41;America/Panama;Chitre
CTE;city;Карти;Carti;9.45:-78.97;America/Panama;Panama
CTE;airport;Карти;Carti;9.45:-78.97;America/Panama;Carti
CTF;city;Коатепеке;Coatepeque;14.7:-91.8666667;America/Guatemala;Guatemala
CTF;airport;;Coatepeque Airport;14.69:-91.88;America/Guatemala;Coatepeque
CTG;city;Картахена;Cartagena;10.40015:-75.51161;America/Bogota;Colombia
CTG;airport;;Rafael Nunez;10.44:-75.51;America/Bogota;Cartagena
CTH;city;Котсвилл;Coatesville;39.9831616:-75.8238355;America/Indiana/Indianapolis;United States
CTH;airport;;Chestercounty Carlson;39.98:-75.87;America/Indiana/Indianapolis;Coatesville
CTI;city;;Cuito Cuanavale;-15.16:19.16;Africa/Luanda;Angola
CTI;airport;Куито;Cuito Cuanavale;-15.16:19.16;Africa/Luanda;Cuito Cuanavale
CTJ;city;Карролтон;Carrollton;33.5801103:-85.0766113;;United States
CTK;city;Кантон;Canton;43.31:-96.57;America/New_York;United States
CTK;airport;;Canton;43.31:-96.57;America/New_York;Canton
CTL;airport;;Charleville;-26.41:146.26;Australia/Brisbane;Charleville
CTL;city;Чарлвилл;Charleville;-26.4013454:146.2396525;Australia/Brisbane;Australia
CTM;airport;Четумал;Chetumal;18.5:-88.33;America/Cancun;Chetumal
CTM;city;Четумаль;Chetumal;18.502871:-88.303511;America/Cancun;Mexico
CTN;city;Куктаун;Cooktown;-15.4681414:145.250507;Australia/Brisbane;Australia
CTN;airport;Куктаун;Cooktown;-15.44:145.18;Australia/Brisbane;Cooktown
CTO;city;Калвертон;Calverton;40.9064873:-72.7434331;America/New_York;United States
CTO;airport;;Peconic River;40.92:-72.79;America/New_York;Calverton
CTP;city;Карутапера;Carutapera;-1.2029404:-46.0166481;America/Fortaleza;Brazil
CTP;airport;;Carutapera;-1.25:-46.02;America/Fortaleza;Carutapera
CTQ;city;Санта-Витория;Santa Vitoria;-18.8534949:-50.1248336;America/Fortaleza;Brazil
CTQ;airport;;Do Palmar;-18.83:-50.14;America/Fortaleza;Santa Vitoria
CTR;city;Каттл-Крик;Cattle Creek;-17.61:131.55;Australia/Perth;Australia
CTR;airport;Кэттл-Крик;Cattle Creek;-17.61:131.55;Australia/Perth;Cattle Creek
CTS;airport;;Chitose;42.78:141.69;Asia/Tokyo;Sapporo
CTT;city;Ле Кастелле;Le Castellet;43.203551:5.776755;Europe/Paris;France
CTT;airport;Ле-Кастейе;Le Castellet;43.25:5.79;Europe/Paris;Le Castellet
CTU;city;Чэнду;Chengdu;30.658601:104.064856;Asia/Chongqing;China
CTU;airport;;Shuangliu;30.58:103.95;Asia/Chongqing;Chengdu
CTW;city;Коттонвуд;Cottonwood;34.7391876:-112.0098791;America/Chicago;United States
CTW;airport;;Cottonwood;34.73:-112.04;America/Chicago;Cottonwood
CTX;city;Кортленд;Cortland;42.6011813:-76.1804843;America/Indiana/Indianapolis;United States
CTX;airport;;Cortland;42.59:-76.21;America/Indiana/Indianapolis;Cortland
CTY;city;Кросс Сити;Cross City;29.6343977:-83.1251306;America/New_York;United States
CTY;airport;;Cross City;29.64:-83.1;America/New_York;Cross City
CTZ;city;Клинтон;Clinton;34.9979453:-78.3233325;America/Chicago;United States
CTZ;airport;;Sampson County;34.97:-78.37;America/Chicago;Clinton
CU;country;Куба;Cuba;;;
CUA;city;Сьюдад-Конститусьон;Ciudad Constitucion;25.0338824:-111.6566214;America/Mazatlan;Mexico
CUA;airport;Сиудад-Конститусьон;Ciudad Constitucion;25.05:-111.61;America/Mazatlan;Ciudad Constitucion
CUB;airport;;Owens Field;;America/New_York;Columbia
CUC;city;Кукута;Cucuta;7.8941667:-72.5038889;America/Bogota;Colombia
CUC;airport;;Camilo Dazo;7.93:-72.51;America/Bogota;Cucuta
CUD;city;Калундра;Caloundra;-26.8042574:153.1244868;Australia/Brisbane;Australia
CUD;airport;Калундра;Caloundra;-26.8:153.11;Australia/Brisbane;Caloundra
CUE;city;Куэнка;Cuenca;-2.896617:-79.007621;America/Guayaquil;Ecuador
CUE;airport;Куенка;Cuenca;-2.89:-78.98;America/Guayaquil;Cuenca
CUF;city;Кунео;Cuneo;44.3887987:7.5471107;Europe/Rome;Italy
CUF;airport;;Levaldigi;44.55:7.62;Europe/Rome;Cuneo
CUG;city;Кадал;Cudal;-33.286572:148.7393314;Australia/Sydney;Australia
CUG;airport;;Cudal;-33.28:148.76;Australia/Sydney;Cudal
CUH;city;Кушинг;Cushing;35.9850639:-96.76697;America/Chicago;United States
CUH;airport;;Municipal;35.95:-96.77;America/Chicago;Cushing
CUI;city;Куррилло;Currillo;4.67:-72.0;America/Bogota;Colombia
CUI;airport;Куррилло;Currillo;4.67:-72.0;America/Bogota;Currillo
CUJ;city;Кален;Culion;11.8096261:119.950926;Asia/Manila;Philippines
CUJ;airport;Кулион;Culion;11.85:119.93;Asia/Manila;Culion
CUK;airport;;Caye Caulker;17.7624037:-88.0045062;0;Caye Caulker
CUK;city;Остров Кей Колкер;Caye Caulker;17.7624037:-88.0045062;0;Belize
CUL;city;Кулиакан;Culiacan;24.8041667:-107.4311111;America/Mazatlan;Mexico
CUL;airport;;Fedl De Bachigualato;24.76:-107.47;America/Mazatlan;Culiacan
CUM;city;Кумана;Cumana;10.4563889:-64.1675;America/Caracas;Venezuela
CUM;airport;Кумана;Cumana;10.45:-64.13;America/Caracas;Cumana
CUN;city;Канкун;Cancun;21.158964:-86.845937;America/Cancun;Mexico
CUN;airport;;Cancún International;21.04:-86.88;America/Cancun;Cancun
CUO;city;Каруру;Caruru;1.0166667:-71.3;America/Bogota;Colombia
CUO;airport;Каруру;Caruru;0.92:-70.77;America/Bogota;Caruru
CUP;city;Карупано;Carupano;10.66:-63.26;America/Caracas;Venezuela
CUP;airport;Карупано;Carupano;10.66:-63.26;America/Caracas;Carupano
CUQ;airport;;Coen;-13.76:143.11;Australia/Brisbane;Coen
CUQ;city;Коен;Coen;-13.9453442:143.1992117;Australia/Brisbane;Australia
CUR;city;Куракао;Curacao;12.19:-68.96;America/Curacao;Netherlands Antilles
CUR;airport;;Hato International Airport;12.19:-68.96;America/Curacao;Curacao
CUS;city;Колумбус;Columbus;31.8276002:-107.6400232;America/Chicago;United States
CUS;airport;;Municipal;31.82:-107.63;America/Chicago;Columbus
CUT;city;Кутраль Ко;Cutral;-38.939926:-69.2709912;America/Argentina/Salta;Argentina
CUT;airport;;Cutral;-38.94:-69.26;America/Argentina/Salta;Cutral
CUU;city;Чиуауа;Chihuahua;28.6352778:-106.0888889;America/Chihuahua;Mexico
CUU;airport;;Gen Fierro Villalobos;28.7:-105.96;America/Chihuahua;Chihuahua
CUV;city;Касигуа;Casigua;8.76:-72.54;America/Caracas;Venezuela
CUV;airport;;Casigua;8.76:-72.54;America/Caracas;Casigua
CUW;city;Куба-Ков;Cube Cove;58.35:-133.77;America/Juneau;United States
CUW;airport;;Cube Cove;58.35:-133.77;America/Juneau;Cube Cove
CUX;airport;;Cuddihy Field;;America/Chicago;Corpus Christi
CUY;city;Кью;Cue;-27.45:117.92;Australia/Perth;Australia
CUY;airport;;Cue;-27.45:117.92;Australia/Perth;Cue
CUZ;airport;;Velazco Astete;-13.54:-71.94;America/Lima;Cuzco
CUZ;city;Куско;Cuzco;-13.525:-71.9722222;America/Lima;Peru
CV;country;Кабо-Верде;Cape Verde;;;
CVA;airport;;Civic Ar Heli;;America/New_York;Pittsburgh
CVB;city;Чингрибу;Chungribu;-4.8:144.7;Pacific/Port_Moresby;Papua New Guinea
CVB;airport;;Chungribu;-4.8:144.7;Pacific/Port_Moresby;Chungribu
CVC;city;Клив;Cleve;-33.701476:136.4931241;Australia/Adelaide;Australia
CVC;airport;;Cleve;-33.71:136.5;Australia/Adelaide;Cleve
CVE;city;Ковеньяс;Covenas;9.3988617:-75.6615384;America/Bogota;Colombia
CVE;airport;Ковенас;Covenas;9.4:-75.69;America/Bogota;Covenas
CVF;city;Куршевель;Courchevel;45.4:6.63;Europe/Paris;France
CVF;airport;Куршевель;Courchevel;45.4:6.63;Europe/Paris;Courchevel
CVG;city;Ковингтон;Covington;39.0836712:-84.5085536;America/New_York;United States
CVG;airport;;Cincinnati/Northern Kentucky;39.05:-84.67;America/New_York;Covington
CVH;city;Кавиауэ;Caviahue;-37.8775406:-71.0746307;America/Argentina/Salta;Argentina
CVH;airport;Кавиахуэ;Caviahue;-37.85:-71.01;America/Argentina/Salta;Caviahue
CVI;city;Калета Оливия;Caleta Olivia;-46.4411964:-67.5194855;America/Argentina/Rio_Gallegos;Argentina
CVI;airport;Калета-Оливия;Caleta Olivia;-46.43:-67.52;America/Argentina/Rio_Gallegos;Caleta Olivia
CVJ;airport;;General Mariano Matamoros Airport;18.83:-99.26;America/Mexico_City;Cuernavaca
CVJ;city;Куэрнавака;Cuernavaca;18.9340199:-99.2314826;America/Mexico_City;Mexico
CVL;city;Капе-Вогель;Cape Vogel;-9.67:150.02;Pacific/Port_Moresby;Papua New Guinea
CVL;airport;Кейп-Вогель;Cape Vogel;-9.67:150.02;Pacific/Port_Moresby;Cape Vogel
CVM;city;Сьюдад Виктория;Ciudad Victoria;23.7369164:-99.1411154;America/Monterrey;Mexico
CVM;airport;Сиудад-Виктория;Ciudad Victoria;23.7:-98.96;America/Monterrey;Ciudad Victoria
CVN;airport;;Municipal;34.43:-103.08;America/Los_Angeles;Clovis
CVN;city;Кловис;Clovis;34.4047987:-103.2052272;America/Los_Angeles;United States
CVO;airport;Олбани;Albany;;America/New_York;Albany
CVQ;city;Карнарвон;Carnarvon;-24.884:113.661;Australia/Perth;Australia
CVQ;airport;;Carnarvon;-24.88:113.67;Australia/Perth;Carnarvon
CVR;city;Калвер Сити;Culver City;34.0211224:-118.3964665;America/Los_Angeles;United States
CVR;airport;;Hughes;34.02:-118.4;America/Los_Angeles;Culver City
CVS;airport;;Cannon AFB;;America/Los_Angeles;Clovis
CVT;airport;;West Midlands International;52.37:-1.48;Europe/London;Coventry
CVT;city;Ковентри;Coventry;52.4058375:-1.512661;Europe/London;United Kingdom
CVU;city;Корву;Corvo Island;39.7023111:-31.1080244;Atlantic/Azores;Portugal
CVU;airport;;Corvo Island;39.67:-31.12;Atlantic/Azores;Corvo Island
CW;country;Кюрасао;Curaçao;;;
CWA;city;Уосау;Wausau;44.9591352:-89.6301221;;United States
CWA;airport;;Central Wisconsin;44.9591352:-89.6301221;;Wausau
CWB;city;Куритиба;Curitiba;-25.4283563:-49.2732515;America/Sao_Paulo;Brazil
CWB;airport;;Afonso Pena International Airport;-25.4283563:-49.2732515;America/Sao_Paulo;Curitiba
CWC;airport;Черновцы;Chernovtsy;48.26:25.98;Europe/Uzhgorod;Chernovtsy
CWC;city;Черновцы;Chernovtsy;48.291683:25.935217;Europe/Uzhgorod;Ukraine
CWG;city;Каллавей Гарденс;Callaway Gardens;32.83:-84.88;America/Kentucky/Monticello;United States
CWG;airport;;Callaway Gardens;32.83:-84.88;America/Kentucky/Monticello;Callaway Gardens
CWI;city;Клинтон;Clinton;41.8444735:-90.1887379;America/Chicago;United States
CWI;airport;;Clinton;41.83:-90.33;America/Chicago;Clinton
CWL;city;Кардифф;Cardiff;51.4813069:-3.1804979;Europe/London;United Kingdom
CWL;airport;;Cardiff;51.4:-3.34;Europe/London;Cardiff
CWO;airport;;Ft Wolter AAF;;America/Chicago;Mineral Wells
CWP;city;Камббеллпоре;Campbellpore;33.87:72.4;Asia/Karachi;Pakistan
CWP;airport;Кампбеллпур;Campbellpore;33.87:72.4;Asia/Karachi;Campbellpore
CWR;city;Ковари;Cowarie;-27.71:138.33;Australia/Adelaide;Australia
CWR;airport;;Cowarie;-27.71:138.33;Australia/Adelaide;Cowarie
CWS;city;Остров Сентер;Center Island;48.5073487:-122.8143084;America/New_York;United States
CWS;airport;;Center Island;48.49:-122.83;America/New_York;Center Island
CWT;city;Коура;Cowra;-33.8347103:148.6912183;Australia/Sydney;Australia
CWT;airport;;Cowra;-33.84:148.65;Australia/Sydney;Cowra
CWW;city;Корова;Corowa;-35.9975292:146.3912105;Australia/Melbourne;Australia
CWW;airport;;Corowa;-35.99:146.36;Australia/Melbourne;Corowa
CX;country;Остров Рождества;Christmas Island;;;
CXA;city;Кайкара дель Ориноко;Caicara Del Orinoco;7.648106:-66.176621;America/Caracas;Venezuela
CXA;airport;;Caicara Del Orinoco;7.63:-66.16;America/Caracas;Caicara Del Orinoco
CXC;city;Читина;Chitina;61.5158333:-144.4369443;America/Anchorage;United States
CXC;airport;;Chitina Airport;61.58:-144.43;America/Anchorage;Chitina
CXF;city;Колдфут;Coldfoot;67.2524398:-150.1771514;America/Anchorage;United States
CXF;airport;;Coldfoot;67.25:-150.2;America/Anchorage;Coldfoot
CXH;airport;;Coal Harbour;;America/Vancouver;Vancouver
CXI;city;Остров Рождества;Christmas Island;1.8721347:-157.4278119;Pacific/Kiritimati;Kiribati
CXI;airport;;Cassidy International Airport;1.99:-157.35;Pacific/Kiritimati;Christmas Island
CXJ;airport;;Campo Dos Bugres;-29.2:-51.19;America/Sao_Paulo;Caxias Do Sul
CXJ;city;Кашиас-ду-Сул;Caxias Do Sul;-29.1678244:-51.179383;America/Sao_Paulo;Brazil
CXL;city;Калексико;Calexico;32.6789476:-115.4988834;America/Los_Angeles;United States
CXL;airport;;International;32.67:-115.51;America/Los_Angeles;Calexico
CXN;city;Кандала;Candala;11.5:49.92;Africa/Mogadishu;Somalia
CXN;airport;Кандала;Candala;11.5:49.92;Africa/Mogadishu;Candala
CXO;city;Конро;Conroe;30.3118769:-95.4560512;America/Chicago;United States
CXO;airport;;Montgomery Co;30.35:-95.41;America/Chicago;Conroe
CXP;airport;;Tunggul Wulung;-7.65:109.03;Asia/Jakarta;Cilacap
CXP;city;Килакап;Cilacap;-7.65:109.03;Asia/Jakarta;Indonesia
CXQ;city;Кристмас-Крик;Christmas Creek;-18.88:125.92;Australia/Adelaide;Australia
CXQ;airport;;Christmas Creek;-18.88:125.92;Australia/Adelaide;Christmas Creek
CXR;airport;;Nha Trang (no Longer in Operation);;Asia/Ho_Chi_Minh;Nha Trang
CXT;city;Чартерс-Тауэрс;Charters Towers;-20.0759043:146.2573203;Australia/Brisbane;Australia
CXT;airport;;Charters Towers;-20.04:146.27;Australia/Brisbane;Charters Towers
CXY;city;Кэт Кейс;Cat Cays;25.57:-79.29;America/Nassau;Bahamas
CXY;airport;;Cat Cays;25.57:-79.29;America/Nassau;Cat Cays
CY;country;Кипр;Cyprus;;;
CYA;city;Ле Кей;Les Cayes;18.2:-73.75;America/Port-au-Prince;Haiti
CYA;airport;Лес-Кейес;Les Cayes;18.27:-73.79;America/Port-au-Prince;Les Cayes
CYB;airport;;Gerrard-Smith;19.69:-79.88;America/Cayman;Cayman Brac Island
CYB;city;Кейман Брак;Cayman Brac Island;19.7235328:-79.8016569;America/Cayman;Cayman Islands
CYC;city;Кайе-Шапел;Caye Chapel;17.7:-88.04;America/Belize;Belize
CYC;airport;Кайе-Чапел;Caye Chapel;17.7:-88.04;America/Belize;Caye Chapel
CYE;city;оз. Кристал;Crystal Lake;41.1730695:-75.828701;America/Indiana/Knox;United States
CYE;airport;;Crystal Lake;41.21:-75.83;America/Indiana/Knox;Crystal Lake
CYF;airport;;Chefornak SPB;;;Chefornak
CYG;city;Коррионг;Corryong;-36.1960059:147.9039936;Australia/Melbourne;Australia
CYG;airport;;Corryong;-36.18:147.89;Australia/Melbourne;Corryong
CYI;city;Чийаи;Chiayi;23.46:120.39;Asia/Taipei;Taiwan
CYI;airport;Чиайи;Chiayi;23.46:120.39;Asia/Taipei;Chiayi
CYL;city;Койолес;Coyoles;15.4716445:-86.6922119;America/Tegucigalpa;Honduras
CYL;airport;Койолес;Coyoles;15.43:-86.67;America/Tegucigalpa;Coyoles
CYM;city;Чатем;Chatham;57.51:-134.95;America/New_York;United States
CYM;airport;;Chatham SPB;57.51:-134.95;America/New_York;Chatham
CYO;city;Хуан Виталио Акунья;Cayo Largo Del Sur;21.6225411:-81.55413;America/Havana;Cuba
